service_provider,technology,download/upload,speed,signal_strength,state,Month,Year
VODAFONE,4G,download,20046,-107,Kerala,July,2019
VODAFONE,4G,download,1882,-112,Kerala,July,2019
VODAFONE,4G,download,3707,-97,Kerala,July,2019
VODAFONE,4G,download,3945,-92,Kerala,July,2019
VODAFONE,4G,download,10148,-93,Kerala,July,2019
VODAFONE,4G,download,8603,-101,Kerala,July,2019
VODAFONE,4G,download,488,-100.3473684,Kerala,July,2019
VODAFONE,4G,download,8999,-92,Kerala,July,2019
VODAFONE,4G,download,9356,-101,Kerala,July,2019
VODAFONE,4G,download,2700,-100.3473684,Kerala,July,2019
VODAFONE,4G,download,580,-109,Kerala,July,2019
VODAFONE,4G,download,3670,-95,Kerala,July,2019
VODAFONE,4G,download,1425,-107,Kerala,July,2019
VODAFONE,4G,download,11569,-94,Kerala,July,2019
VODAFONE,4G,download,5399,-103,Kerala,July,2019
VODAFONE,4G,download,3100,-95,Kerala,July,2019
VODAFONE,4G,download,3590,-111,Kerala,July,2019
VODAFONE,4G,download,18935,-99,Kerala,July,2019
VODAFONE,4G,download,1976,-99,Kerala,July,2019
VODAFONE,4G,download,17455,-103,Kerala,July,2019
VODAFONE,4G,download,1198,-112,Kerala,July,2019
VODAFONE,4G,download,1146,-100.3473684,Kerala,July,2019
VODAFONE,4G,download,17440,-98,Kerala,July,2019
VODAFONE,4G,upload,643,-100,Kerala,July,2019
VODAFONE,4G,upload,61,-108,Kerala,July,2019
VODAFONE,4G,upload,2597,-92,Kerala,July,2019
VODAFONE,4G,upload,3403,-96,Kerala,July,2019
VODAFONE,4G,upload,8533,-100,Kerala,July,2019
VODAFONE,4G,upload,904,-101,Kerala,July,2019
VODAFONE,4G,upload,750,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,577,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,5139,-92,Kerala,July,2019
VODAFONE,4G,upload,628,-101,Kerala,July,2019
VODAFONE,4G,upload,6077,-94,Kerala,July,2019
VODAFONE,4G,upload,912,-110,Kerala,July,2019
VODAFONE,4G,upload,8410,-104,Kerala,July,2019
VODAFONE,4G,upload,1912,-112,Kerala,July,2019
VODAFONE,4G,upload,1571,-83,Kerala,July,2019
VODAFONE,4G,upload,6838,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,511,-106,Kerala,July,2019
VODAFONE,4G,upload,10931,-97,Kerala,July,2019
VODAFONE,4G,upload,6793,-96,Kerala,July,2019
VODAFONE,4G,upload,10001,-72,Kerala,July,2019
VODAFONE,4G,upload,1513,-112,Kerala,July,2019
VODAFONE,4G,upload,1245,-98,Kerala,July,2019
VODAFONE,4G,upload,1493,-111,Kerala,July,2019
VODAFONE,4G,upload,6658,-101,Kerala,July,2019
VODAFONE,4G,upload,4696,-109,Kerala,July,2019
VODAFONE,4G,upload,10940,-77,Kerala,July,2019
VODAFONE,4G,upload,1311,-100,Kerala,July,2019
VODAFONE,4G,upload,1900,-108,Kerala,July,2019
VODAFONE,4G,upload,14799,-93,Kerala,July,2019
VODAFONE,4G,upload,4917,-95,Kerala,July,2019
VODAFONE,4G,upload,10866,-105,Kerala,July,2019
VODAFONE,4G,upload,3330,-96,Kerala,July,2019
VODAFONE,4G,upload,4856,-103,Kerala,July,2019
VODAFONE,4G,upload,414,-109,Kerala,July,2019
VODAFONE,4G,upload,3942,-88,Kerala,July,2019
VODAFONE,4G,upload,1780,-106,Kerala,July,2019
VODAFONE,4G,upload,4718,-104,Kerala,July,2019
VODAFONE,4G,upload,16005,-96,Kerala,July,2019
VODAFONE,4G,upload,6850,-93,Kerala,July,2019
VODAFONE,4G,upload,3532,-107,Kerala,July,2019
VODAFONE,4G,upload,1271,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,11564,-100,Kerala,July,2019
VODAFONE,4G,upload,21056,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,6888,-101,Kerala,July,2019
VODAFONE,4G,upload,11448,-61,Kerala,July,2019
VODAFONE,4G,upload,17421,-76,Kerala,July,2019
VODAFONE,4G,upload,406,-110,Kerala,July,2019
VODAFONE,4G,upload,12209,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,382,-101,Kerala,July,2019
VODAFONE,4G,upload,3418,-109,Kerala,July,2019
VODAFONE,4G,upload,759,-110,Kerala,July,2019
VODAFONE,4G,upload,4864,-109,Kerala,July,2019
VODAFONE,4G,upload,1686,-111,Kerala,July,2019
VODAFONE,4G,upload,13174,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,927,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,3886,-101,Kerala,July,2019
VODAFONE,4G,upload,1535,-103,Kerala,July,2019
VODAFONE,4G,upload,3555,-107,Kerala,July,2019
VODAFONE,4G,upload,1413,-109,Kerala,July,2019
VODAFONE,4G,upload,271,-110,Kerala,July,2019
VODAFONE,4G,upload,389,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,1054,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,14921,-102,Kerala,July,2019
VODAFONE,4G,upload,722,-104,Kerala,July,2019
VODAFONE,4G,upload,426,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,16206,-98,Kerala,July,2019
VODAFONE,4G,upload,380,-108,Kerala,July,2019
VODAFONE,4G,upload,884,-102,Kerala,July,2019
VODAFONE,4G,upload,5714,-102,Kerala,July,2019
VODAFONE,4G,upload,544,-102,Kerala,July,2019
VODAFONE,4G,upload,171,-110,Kerala,July,2019
VODAFONE,4G,upload,20292,-62,Kerala,July,2019
VODAFONE,4G,upload,1252,-102,Kerala,July,2019
VODAFONE,4G,upload,330,-111,Kerala,July,2019
VODAFONE,4G,upload,254,-103,Kerala,July,2019
VODAFONE,4G,upload,1234,-101,Kerala,July,2019
VODAFONE,4G,upload,10934,-91,Kerala,July,2019
VODAFONE,4G,upload,6408,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,1564,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,15236,-83,Kerala,July,2019
VODAFONE,4G,upload,2372,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,13892,-95,Kerala,July,2019
VODAFONE,4G,upload,2228,-100,Kerala,July,2019
VODAFONE,4G,upload,10206,-95,Kerala,July,2019
VODAFONE,4G,upload,6798,-95,Kerala,July,2019
VODAFONE,4G,upload,10987,-93,Kerala,July,2019
VODAFONE,4G,upload,12364,-76,Kerala,July,2019
VODAFONE,4G,upload,1432,-101,Kerala,July,2019
VODAFONE,4G,upload,5906,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,1965,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,2778,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,1181,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,5160,-101,Kerala,July,2019
VODAFONE,4G,upload,762,-97,Kerala,July,2019
VODAFONE,4G,upload,1154,-109,Kerala,July,2019
VODAFONE,4G,upload,23273,-88,Kerala,July,2019
VODAFONE,4G,upload,748,-102,Kerala,July,2019
VODAFONE,4G,upload,3567,-107,Kerala,July,2019
VODAFONE,4G,upload,6867,-97,Kerala,July,2019
VODAFONE,4G,upload,122,-109,Kerala,July,2019
VODAFONE,4G,upload,15015,-70,Kerala,July,2019
VODAFONE,4G,upload,15108,-73,Kerala,July,2019
VODAFONE,4G,upload,426,-102,Kerala,July,2019
VODAFONE,4G,upload,9715,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,16031,-94,Kerala,July,2019
VODAFONE,4G,upload,3129,-104,Kerala,July,2019
VODAFONE,4G,upload,1936,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,2004,-109,Kerala,July,2019
VODAFONE,4G,upload,2658,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,1966,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,6064,-95,Kerala,July,2019
VODAFONE,4G,upload,16044,-89,Kerala,July,2019
VODAFONE,4G,upload,16079,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,1269,-112,Kerala,July,2019
VODAFONE,4G,upload,664,-109,Kerala,July,2019
VODAFONE,4G,upload,5867,-106,Kerala,July,2019
VODAFONE,4G,upload,6305,-106,Kerala,July,2019
VODAFONE,4G,upload,902,-91,Kerala,July,2019
VODAFONE,4G,upload,1855,-101,Kerala,July,2019
VODAFONE,4G,upload,11594,-93,Kerala,July,2019
VODAFONE,4G,upload,2994,-81,Kerala,July,2019
VODAFONE,4G,upload,7919,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,2624,-98.50505051,Kerala,July,2019
VODAFONE,4G,upload,3440,-78,Kerala,July,2019
VODAFONE,4G,upload,868,-98.50505051,Kerala,July,2019
VODAFONE,3G,download,145,-99,Kerala,July,2019
VODAFONE,3G,download,367,-109,Kerala,July,2019
VODAFONE,3G,download,1035,-103,Kerala,July,2019
VODAFONE,3G,download,662,-51,Kerala,July,2019
VODAFONE,3G,download,2811,-90.69230769,Kerala,July,2019
VODAFONE,3G,download,2279,-77,Kerala,July,2019
VODAFONE,3G,download,1134,-91,Kerala,July,2019
VODAFONE,3G,download,1213,-89,Kerala,July,2019
VODAFONE,3G,download,282,-90.69230769,Kerala,July,2019
VODAFONE,3G,download,1807,-90.69230769,Kerala,July,2019
VODAFONE,3G,download,1850,-85,Kerala,July,2019
VODAFONE,3G,download,337,-103,Kerala,July,2019
VODAFONE,3G,download,1147,-97,Kerala,July,2019
VODAFONE,3G,download,323,-97,Kerala,July,2019
VODAFONE,3G,download,2014,-87,Kerala,July,2019
VODAFONE,3G,download,6539,-91,Kerala,July,2019
VODAFONE,3G,upload,992,-79,Kerala,July,2019
VODAFONE,3G,upload,291,-95,Kerala,July,2019
VODAFONE,3G,upload,966,-83,Kerala,July,2019
VODAFONE,3G,upload,326,-101,Kerala,July,2019
VODAFONE,3G,upload,263,-105,Kerala,July,2019
VODAFONE,3G,upload,4265,-69,Kerala,July,2019
VODAFONE,3G,upload,200,-97,Kerala,July,2019
VODAFONE,3G,upload,278,-92.09090909,Kerala,July,2019
VODAFONE,3G,upload,282,-97,Kerala,July,2019
VODAFONE,3G,upload,152,-92.09090909,Kerala,July,2019
VODAFONE,3G,upload,59,-92.09090909,Kerala,July,2019
VODAFONE,3G,upload,114,-97,Kerala,July,2019
VODAFONE,3G,upload,873,-92.09090909,Kerala,July,2019
VODAFONE,3G,upload,282,-92.09090909,Kerala,July,2019
VODAFONE,3G,upload,945,-91,Kerala,July,2019
VODAFONE,3G,upload,237,-99,Kerala,July,2019
JIO,4G,download,62276,-69,Kerala,July,2019
JIO,4G,download,67772,-66,Kerala,July,2019
JIO,4G,download,36256,-85,Kerala,July,2019
JIO,4G,download,45649,-91.47357724,Kerala,July,2019
JIO,4G,download,7431,-105,Kerala,July,2019
JIO,4G,download,12221,-99,Kerala,July,2019
JIO,4G,download,16110,-110,Kerala,July,2019
JIO,4G,download,67399,-69,Kerala,July,2019
JIO,4G,download,438,-91.47357724,Kerala,July,2019
JIO,4G,download,2554,-91.47357724,Kerala,July,2019
JIO,4G,download,7901,-110,Kerala,July,2019
JIO,4G,download,7431,-92,Kerala,July,2019
JIO,4G,download,12349,-107,Kerala,July,2019
JIO,4G,download,2458,-91.47357724,Kerala,July,2019
JIO,4G,download,8107,-108,Kerala,July,2019
JIO,4G,download,9981,-94,Kerala,July,2019
JIO,4G,download,12263,-94,Kerala,July,2019
JIO,4G,download,949,-110,Kerala,July,2019
JIO,4G,download,5452,-91.47357724,Kerala,July,2019
JIO,4G,download,3237,-101,Kerala,July,2019
JIO,4G,download,2081,-83,Kerala,July,2019
JIO,4G,download,25133,-99,Kerala,July,2019
JIO,4G,download,43820,-65,Kerala,July,2019
JIO,4G,download,45393,-68,Kerala,July,2019
JIO,4G,download,7422,-106,Kerala,July,2019
JIO,4G,download,50411,-65,Kerala,July,2019
JIO,4G,download,6790,-109,Kerala,July,2019
JIO,4G,download,292,-108,Kerala,July,2019
JIO,4G,download,1560,-109,Kerala,July,2019
JIO,4G,download,12536,-77,Kerala,July,2019
JIO,4G,download,46466,-84,Kerala,July,2019
JIO,4G,download,285,-109,Kerala,July,2019
JIO,4G,download,963,-91.47357724,Kerala,July,2019
JIO,4G,download,13449,-91.47357724,Kerala,July,2019
JIO,4G,download,27502,-94,Kerala,July,2019
JIO,4G,download,41435,-91,Kerala,July,2019
JIO,4G,download,846,-91.47357724,Kerala,July,2019
JIO,4G,download,1308,-106,Kerala,July,2019
JIO,4G,download,67903,-69,Kerala,July,2019
JIO,4G,download,2530,-106,Kerala,July,2019
JIO,4G,download,52557,-84,Kerala,July,2019
JIO,4G,download,67841,-65,Kerala,July,2019
JIO,4G,download,424,-101,Kerala,July,2019
JIO,4G,download,50966,-84,Kerala,July,2019
JIO,4G,download,1110,-91.47357724,Kerala,July,2019
JIO,4G,download,14768,-105,Kerala,July,2019
JIO,4G,download,471,-105,Kerala,July,2019
JIO,4G,download,1741,-91.47357724,Kerala,July,2019
JIO,4G,download,1057,-105,Kerala,July,2019
JIO,4G,download,46843,-63,Kerala,July,2019
JIO,4G,download,51024,-91,Kerala,July,2019
JIO,4G,download,722,-91.47357724,Kerala,July,2019
JIO,4G,download,23192,-91.47357724,Kerala,July,2019
JIO,4G,download,24120,-95,Kerala,July,2019
JIO,4G,download,52326,-86,Kerala,July,2019
JIO,4G,download,868,-91.47357724,Kerala,July,2019
JIO,4G,download,43480,-84,Kerala,July,2019
JIO,4G,download,3724,-87,Kerala,July,2019
JIO,4G,download,66964,-71,Kerala,July,2019
JIO,4G,download,31884,-92,Kerala,July,2019
JIO,4G,download,38440,-87,Kerala,July,2019
JIO,4G,download,606,-91.47357724,Kerala,July,2019
JIO,4G,download,288,-91.47357724,Kerala,July,2019
JIO,4G,download,3361,-91.47357724,Kerala,July,2019
JIO,4G,download,2878,-93,Kerala,July,2019
JIO,4G,download,5187,-91.47357724,Kerala,July,2019
JIO,4G,download,6365,-91.47357724,Kerala,July,2019
JIO,4G,download,14941,-63,Kerala,July,2019
JIO,4G,download,2771,-108,Kerala,July,2019
JIO,4G,download,6035,-110,Kerala,July,2019
JIO,4G,download,14141,-81,Kerala,July,2019
JIO,4G,download,66718,-66,Kerala,July,2019
JIO,4G,download,43343,-85,Kerala,July,2019
JIO,4G,download,11831,-91.47357724,Kerala,July,2019
JIO,4G,download,967,-91.47357724,Kerala,July,2019
JIO,4G,download,683,-91.47357724,Kerala,July,2019
JIO,4G,download,67859,-70,Kerala,July,2019
JIO,4G,download,15349,-91.47357724,Kerala,July,2019
JIO,4G,download,7086,-107,Kerala,July,2019
JIO,4G,download,1767,-107,Kerala,July,2019
JIO,4G,download,37850,-92,Kerala,July,2019
JIO,4G,download,4441,-105,Kerala,July,2019
JIO,4G,download,45939,-90,Kerala,July,2019
JIO,4G,download,20409,-91.47357724,Kerala,July,2019
JIO,4G,download,48560,-85,Kerala,July,2019
JIO,4G,download,67987,-68,Kerala,July,2019
JIO,4G,download,3681,-110,Kerala,July,2019
JIO,4G,download,5175,-100,Kerala,July,2019
JIO,4G,download,36804,-106,Kerala,July,2019
JIO,4G,download,49346,-85,Kerala,July,2019
JIO,4G,download,649,-105,Kerala,July,2019
JIO,4G,download,62774,-71,Kerala,July,2019
JIO,4G,download,13369,-104,Kerala,July,2019
JIO,4G,download,35858,-71,Kerala,July,2019
JIO,4G,download,33602,-85,Kerala,July,2019
JIO,4G,download,2689,-93,Kerala,July,2019
JIO,4G,download,12795,-92,Kerala,July,2019
JIO,4G,download,21474,-109,Kerala,July,2019
JIO,4G,download,1767,-97,Kerala,July,2019
JIO,4G,download,1544,-107,Kerala,July,2019
JIO,4G,download,3915,-110,Kerala,July,2019
JIO,4G,download,591,-111,Kerala,July,2019
JIO,4G,download,2081,-103,Kerala,July,2019
JIO,4G,download,12105,-91.47357724,Kerala,July,2019
JIO,4G,download,9126,-110,Kerala,July,2019
JIO,4G,download,57636,-84,Kerala,July,2019
JIO,4G,download,50025,-67,Kerala,July,2019
JIO,4G,download,80816,-70,Kerala,July,2019
JIO,4G,download,8127,-96,Kerala,July,2019
JIO,4G,download,44548,-84,Kerala,July,2019
JIO,4G,download,20007,-102,Kerala,July,2019
JIO,4G,download,266,-105,Kerala,July,2019
JIO,4G,download,2651,-112,Kerala,July,2019
JIO,4G,download,2172,-91.47357724,Kerala,July,2019
JIO,4G,download,37474,-66,Kerala,July,2019
JIO,4G,download,611,-112,Kerala,July,2019
JIO,4G,download,116,-86,Kerala,July,2019
JIO,4G,download,43420,-85,Kerala,July,2019
JIO,4G,download,7422,-109,Kerala,July,2019
JIO,4G,download,670,-105,Kerala,July,2019
JIO,4G,download,2936,-111,Kerala,July,2019
JIO,4G,download,342,-111,Kerala,July,2019
JIO,4G,download,33256,-85,Kerala,July,2019
JIO,4G,download,3539,-103,Kerala,July,2019
JIO,4G,download,462,-106,Kerala,July,2019
JIO,4G,download,67970,-67,Kerala,July,2019
JIO,4G,download,49788,-91.47357724,Kerala,July,2019
JIO,4G,download,96475,-111,Kerala,July,2019
JIO,4G,download,2575,-91.47357724,Kerala,July,2019
JIO,4G,download,67123,-66,Kerala,July,2019
JIO,4G,download,38368,-85,Kerala,July,2019
JIO,4G,download,39353,-59,Kerala,July,2019
JIO,4G,download,67170,-67,Kerala,July,2019
JIO,4G,download,1276,-101,Kerala,July,2019
JIO,4G,download,22498,-83,Kerala,July,2019
JIO,4G,download,616,-87,Kerala,July,2019
JIO,4G,download,34692,-85,Kerala,July,2019
JIO,4G,download,3633,-88,Kerala,July,2019
JIO,4G,download,5007,-102,Kerala,July,2019
JIO,4G,download,464,-102,Kerala,July,2019
JIO,4G,download,2605,-112,Kerala,July,2019
JIO,4G,download,2631,-101,Kerala,July,2019
JIO,4G,download,3451,-91.47357724,Kerala,July,2019
JIO,4G,download,3992,-103,Kerala,July,2019
JIO,4G,download,276,-91.47357724,Kerala,July,2019
JIO,4G,download,3088,-91.47357724,Kerala,July,2019
JIO,4G,download,10592,-107,Kerala,July,2019
JIO,4G,download,15807,-91.47357724,Kerala,July,2019
JIO,4G,download,67670,-65,Kerala,July,2019
JIO,4G,download,2233,-110,Kerala,July,2019
JIO,4G,download,548,-102,Kerala,July,2019
JIO,4G,download,377,-91.47357724,Kerala,July,2019
JIO,4G,download,40251,-89,Kerala,July,2019
JIO,4G,download,5506,-91.47357724,Kerala,July,2019
JIO,4G,download,49186,-85,Kerala,July,2019
JIO,4G,download,3594,-91.47357724,Kerala,July,2019
JIO,4G,download,14860,-84,Kerala,July,2019
JIO,4G,download,66746,-59,Kerala,July,2019
JIO,4G,download,6930,-68,Kerala,July,2019
JIO,4G,download,5056,-85,Kerala,July,2019
JIO,4G,download,22663,-85,Kerala,July,2019
JIO,4G,download,56638,-72,Kerala,July,2019
JIO,4G,download,16252,-99,Kerala,July,2019
JIO,4G,download,10216,-100,Kerala,July,2019
JIO,4G,download,52392,-84,Kerala,July,2019
JIO,4G,download,67975,-68,Kerala,July,2019
JIO,4G,download,14221,-98,Kerala,July,2019
JIO,4G,download,68011,-70,Kerala,July,2019
JIO,4G,download,31679,-96,Kerala,July,2019
JIO,4G,download,68069,-69,Kerala,July,2019
JIO,4G,download,6774,-102,Kerala,July,2019
JIO,4G,download,32203,-97,Kerala,July,2019
JIO,4G,download,27700,-59,Kerala,July,2019
JIO,4G,download,5907,-91.47357724,Kerala,July,2019
JIO,4G,download,48373,-85,Kerala,July,2019
JIO,4G,download,50206,-70,Kerala,July,2019
JIO,4G,download,31622,-66,Kerala,July,2019
JIO,4G,download,881,-108,Kerala,July,2019
JIO,4G,download,418,-91.47357724,Kerala,July,2019
JIO,4G,download,15955,-85,Kerala,July,2019
JIO,4G,download,1087,-112,Kerala,July,2019
JIO,4G,download,8578,-100,Kerala,July,2019
JIO,4G,download,47726,-73,Kerala,July,2019
JIO,4G,download,6483,-84,Kerala,July,2019
JIO,4G,download,4248,-91.47357724,Kerala,July,2019
JIO,4G,download,13581,-101,Kerala,July,2019
JIO,4G,download,4815,-105,Kerala,July,2019
JIO,4G,download,67081,-65,Kerala,July,2019
JIO,4G,download,2129,-98,Kerala,July,2019
JIO,4G,download,64931,-66,Kerala,July,2019
JIO,4G,download,3243,-91.47357724,Kerala,July,2019
JIO,4G,download,4908,-103,Kerala,July,2019
JIO,4G,download,1951,-85,Kerala,July,2019
JIO,4G,download,61758,-59,Kerala,July,2019
JIO,4G,download,31458,-91.47357724,Kerala,July,2019
JIO,4G,download,305,-110,Kerala,July,2019
JIO,4G,download,66393,-72,Kerala,July,2019
JIO,4G,download,16311,-102,Kerala,July,2019
JIO,4G,download,7561,-91.47357724,Kerala,July,2019
JIO,4G,download,5624,-95,Kerala,July,2019
JIO,4G,download,20898,-99,Kerala,July,2019
JIO,4G,download,9927,-84,Kerala,July,2019
JIO,4G,download,4841,-88,Kerala,July,2019
JIO,4G,download,9526,-85,Kerala,July,2019
JIO,4G,download,66953,-68,Kerala,July,2019
JIO,4G,download,20510,-103,Kerala,July,2019
JIO,4G,download,67145,-68,Kerala,July,2019
JIO,4G,download,5725,-105,Kerala,July,2019
JIO,4G,download,134,-102,Kerala,July,2019
JIO,4G,download,67549,-66,Kerala,July,2019
JIO,4G,download,22308,-101,Kerala,July,2019
JIO,4G,download,20077,-99,Kerala,July,2019
JIO,4G,download,9865,-105,Kerala,July,2019
JIO,4G,download,1547,-91.47357724,Kerala,July,2019
JIO,4G,download,942,-91.47357724,Kerala,July,2019
JIO,4G,download,2540,-104,Kerala,July,2019
JIO,4G,download,56984,-85,Kerala,July,2019
JIO,4G,download,5785,-107,Kerala,July,2019
JIO,4G,download,667,-106,Kerala,July,2019
JIO,4G,download,4315,-103,Kerala,July,2019
JIO,4G,download,1696,-110,Kerala,July,2019
JIO,4G,download,63732,-68,Kerala,July,2019
JIO,4G,download,40678,-69,Kerala,July,2019
